DataID,temp1,temp2,ldr,heater,humidity1,humidity2,pump,TimeRead
2182,0,0,0,ON,0,0,0,12/6/2020 14:26
2183,0,0,0,0,0,97,0,12/6/2020 14:26
2184,0,0,0,0,17,0,0,12/6/2020 14:26
2185,0,23,0,0,0,0,0,12/6/2020 14:26
2186,35,0,0,0,0,0,0,12/6/2020 14:26
2187,0,0,0,0,0,78,0,12/6/2020 14:26
2188,0,0,0,0,6,0,0,12/6/2020 14:26
2189,0,22,0,0,0,0,0,12/6/2020 14:26
2190,39,0,0,0,0,0,0,12/6/2020 14:26
2191,0,0,0,0,0,40,0,12/6/2020 14:26
2192,0,0,0,0,56,0,0,12/6/2020 14:26
2193,0,28,0,0,0,0,0,12/6/2020 14:26
2194,0,0,675,0,0,0,0,12/6/2020 14:26
2195,37,0,0,0,0,0,0,12/6/2020 14:26
2196,0,0,0,0,0,63,0,12/6/2020 14:26
2197,0,0,0,0,47,0,0,12/6/2020 14:26
2198,0,27,0,0,0,0,0,12/6/2020 14:26
2199,35,0,0,0,0,0,0,12/6/2020 14:26
2200,0,0,0,0,0,85,0,12/6/2020 14:26
2201,0,0,0,0,16,0,0,12/6/2020 14:26
2202,0,23,0,0,0,0,0,12/6/2020 14:26
2203,37,0,0,0,0,0,0,12/6/2020 14:26
2204,0,0,0,0,0,0,OFF,12/6/2020 14:26
2205,0,0,0,ON,0,0,0,12/6/2020 14:26
2206,0,0,0,0,0,64,0,12/6/2020 14:26
2207,0,0,0,0,44,0,0,12/6/2020 14:26
2208,0,23,0,0,0,0,0,12/6/2020 14:26
2209,0,0,842,0,0,0,0,12/6/2020 14:26
2210,33,0,0,0,0,0,0,12/6/2020 14:26
2211,0,0,0,0,0,80,0,12/6/2020 14:26
2212,0,0,0,0,24,0,0,12/6/2020 14:26
2213,0,28,0,0,0,0,0,12/6/2020 14:26
2214,31,0,0,0,0,0,0,12/6/2020 14:26
2215,0,0,0,0,0,59,0,12/6/2020 14:26
2216,0,0,0,0,32,0,0,12/6/2020 14:26
2217,0,21,0,0,0,0,0,12/6/2020 14:26
2218,40,0,0,0,0,0,0,12/6/2020 14:26
2219,0,0,0,0,0,78,0,12/6/2020 14:26
2220,0,0,0,0,22,0,0,12/6/2020 14:26
2221,0,21,0,0,0,0,0,12/6/2020 14:26
2222,0,0,843,0,0,0,0,12/6/2020 14:26
2223,34,0,0,0,0,0,0,12/6/2020 14:26
2224,0,0,0,0,0,100,0,12/6/2020 14:26
2225,0,0,0,0,35,0,0,12/6/2020 14:26
2226,0,24,0,0,0,0,0,12/6/2020 14:26
2227,37,0,0,0,0,0,0,12/6/2020 14:26
2228,0,0,0,0,0,0,OFF,12/6/2020 14:26
2229,0,0,0,ON,0,0,0,12/6/2020 14:26
2230,0,0,0,0,0,66,0,12/6/2020 14:26
2231,0,0,0,0,39,0,0,12/6/2020 14:26
2232,0,30,0,0,0,0,0,12/6/2020 14:26
2233,33,0,0,0,0,0,0,12/6/2020 14:26
2234,0,0,0,0,0,95,0,12/6/2020 14:26
2235,0,0,0,0,8,0,0,12/6/2020 14:26
2236,0,29,0,0,0,0,0,12/6/2020 14:26
2237,0,0,138,0,0,0,0,12/6/2020 14:26
2238,32,0,0,0,0,0,0,12/6/2020 14:26
2239,0,0,0,0,0,63,0,12/6/2020 14:26
2240,0,0,0,0,14,0,0,12/6/2020 14:26
2241,0,29,0,0,0,0,0,12/6/2020 14:26
2242,32,0,0,0,0,0,0,12/6/2020 14:26
2243,0,0,0,0,0,53,0,12/6/2020 14:26
2244,0,0,0,0,44,0,0,12/6/2020 14:26
2245,0,24,0,0,0,0,0,12/6/2020 14:26
2246,36,0,0,0,0,0,0,12/6/2020 14:26
2247,0,0,0,0,0,67,0,12/6/2020 14:26
2248,0,0,0,0,23,0,0,12/6/2020 14:26
2249,0,21,0,0,0,0,0,12/6/2020 14:26
2250,0,0,796,0,0,0,0,12/6/2020 14:26
2251,38,0,0,0,0,0,0,12/6/2020 14:26
2252,0,0,0,0,0,0,OFF,12/6/2020 14:26
2253,0,0,0,OFF,0,0,0,12/6/2020 14:26
2254,0,0,0,0,0,62,0,12/6/2020 14:26
2255,0,0,0,0,47,0,0,12/6/2020 14:26
2256,0,20,0,0,0,0,0,12/6/2020 14:26
2257,37,0,0,0,0,0,0,12/6/2020 14:26
2258,0,0,0,0,0,52,0,12/6/2020 14:26
2259,0,0,0,0,25,0,0,12/6/2020 14:26
2260,0,28,0,0,0,0,0,12/6/2020 14:26
2261,38,0,0,0,0,0,0,12/6/2020 14:26
2262,0,0,0,0,0,50,0,12/6/2020 14:26
2263,0,0,0,0,15,0,0,12/6/2020 14:26
2264,0,28,0,0,0,0,0,12/6/2020 14:26
2265,0,0,609,0,0,0,0,12/6/2020 14:26
2266,36,0,0,0,0,0,0,12/6/2020 14:26
2267,0,0,0,0,0,52,0,12/6/2020 14:26
2268,0,0,0,0,18,0,0,12/6/2020 14:26
2269,0,27,0,0,0,0,0,12/6/2020 14:26
2270,33,0,0,0,0,0,0,12/6/2020 14:26
2271,0,0,0,0,0,62,0,12/6/2020 14:26
2272,0,0,0,0,19,0,0,12/6/2020 14:26
2273,0,20,0,0,0,0,0,12/6/2020 14:26
2274,0,0,0,0,0,0,OFF,12/6/2020 14:26
2275,38,0,0,0,0,0,0,12/6/2020 14:26
2276,0,0,0,ON,0,0,0,12/6/2020 14:26
2277,0,0,0,0,0,49,0,12/6/2020 14:26
2278,0,0,0,0,16,0,0,12/6/2020 14:26
2279,0,22,0,0,0,0,0,12/6/2020 14:26
2280,0,0,843,0,0,0,0,12/6/2020 14:26
2281,33,0,0,0,0,0,0,12/6/2020 14:26
2282,0,0,0,0,0,57,0,12/6/2020 14:26
2283,0,0,0,0,42,0,0,12/6/2020 14:26
2284,0,29,0,0,0,0,0,12/6/2020 14:26
2285,39,0,0,0,0,0,0,12/6/2020 14:26
2286,0,0,0,0,0,41,0,12/6/2020 14:26
2287,0,0,0,0,58,0,0,12/6/2020 14:26
2288,0,29,0,0,0,0,0,12/6/2020 14:26
2289,32,0,0,0,0,0,0,12/6/2020 14:26
2290,0,0,0,0,0,57,0,12/6/2020 14:26
2291,0,0,0,0,48,0,0,12/6/2020 14:26
2292,0,24,0,0,0,0,0,12/6/2020 14:26
2293,0,0,121,0,0,0,0,12/6/2020 14:26
2294,31,0,0,0,0,0,0,12/6/2020 14:26
2295,0,0,0,0,0,44,0,12/6/2020 14:26
2296,0,0,0,0,30,0,0,12/6/2020 14:26
2297,0,22,0,0,0,0,0,12/6/2020 14:26
2298,0,0,0,0,0,0,OFF,12/6/2020 14:26
2299,0,0,0,ON,0,0,0,12/6/2020 14:26
2300,36,0,0,0,0,0,0,12/6/2020 14:26
2301,0,0,0,0,0,71,0,12/6/2020 14:26
2302,0,0,0,0,37,0,0,12/6/2020 14:26
2303,0,28,0,0,0,0,0,12/6/2020 14:26
2304,33,0,0,0,0,0,0,12/6/2020 14:26
2305,0,0,0,0,0,50,0,12/6/2020 14:26
2306,0,0,0,0,60,0,0,12/6/2020 14:26
2307,0,22,0,0,0,0,0,12/6/2020 14:27
2308,0,0,329,0,0,0,0,12/6/2020 14:27
2309,32,0,0,0,0,0,0,12/6/2020 14:27
2310,0,0,0,0,0,97,0,12/6/2020 14:27
2311,0,0,0,0,58,0,0,12/6/2020 14:27
2312,0,20,0,0,0,0,0,12/6/2020 14:27
2313,34,0,0,0,0,0,0,12/6/2020 14:27
2314,0,0,0,0,0,91,0,12/6/2020 14:27
2315,0,0,0,0,56,0,0,12/6/2020 14:27
2316,0,27,0,0,0,0,0,12/6/2020 14:27
2317,36,0,0,0,0,0,0,12/6/2020 14:27
2318,0,0,0,0,0,62,0,12/6/2020 14:27
2319,0,0,0,0,7,0,0,12/6/2020 14:27
2320,0,21,0,0,0,0,0,12/6/2020 14:27
2321,0,0,708,0,0,0,0,12/6/2020 14:27
2322,0,0,0,0,0,0,ON,12/6/2020 14:27
2323,0,0,0,ON,0,0,0,12/6/2020 14:27
2324,38,0,0,0,0,0,0,12/6/2020 14:27
2325,0,0,0,0,0,56,0,12/6/2020 14:27
2326,0,0,0,0,22,0,0,12/6/2020 14:27
2327,0,22,0,0,0,0,0,12/6/2020 14:27
2328,38,0,0,0,0,0,0,12/6/2020 14:27
2329,0,0,0,0,0,98,0,12/6/2020 14:27
2330,0,0,0,0,18,0,0,12/6/2020 14:27
2331,0,20,0,0,0,0,0,12/6/2020 14:27
2332,35,0,0,0,0,0,0,12/6/2020 14:27
2333,0,0,0,0,0,41,0,12/6/2020 14:27
2334,0,0,0,0,14,0,0,12/6/2020 14:27
2335,0,0,646,0,0,0,0,12/6/2020 14:27
2336,0,30,0,0,0,0,0,12/6/2020 14:27
2337,31,0,0,0,0,0,0,12/6/2020 14:27
2338,0,0,0,0,0,58,0,12/6/2020 14:27
2339,0,0,0,0,7,0,0,12/6/2020 14:27
2340,0,26,0,0,0,0,0,12/6/2020 14:27
2341,40,0,0,0,0,0,0,12/6/2020 14:27
2342,0,0,0,0,0,41,0,12/6/2020 14:27
2343,0,0,0,0,12,0,0,12/6/2020 14:27
2344,0,22,0,0,0,0,0,12/6/2020 14:27
2345,0,0,0,0,0,0,OFF,12/6/2020 14:27
2346,0,0,0,OFF,0,0,0,12/6/2020 14:27
2347,31,0,0,0,0,0,0,12/6/2020 14:27
2348,0,0,0,0,0,69,0,12/6/2020 14:27
2349,0,0,0,0,28,0,0,12/6/2020 14:27
2350,0,0,41,0,0,0,0,12/6/2020 14:27
2351,0,29,0,0,0,0,0,12/6/2020 14:27
2352,38,0,0,0,0,0,0,12/6/2020 14:27
2353,0,0,0,0,0,65,0,12/6/2020 14:27
2354,0,0,0,0,59,0,0,12/6/2020 14:27
2355,0,20,0,0,0,0,0,12/6/2020 14:27
2356,34,0,0,0,0,0,0,12/6/2020 14:27
2357,0,0,0,0,0,98,0,12/6/2020 14:27
2358,0,0,0,0,40,0,0,12/6/2020 14:27
2359,0,21,0,0,0,0,0,12/6/2020 14:27
2360,30,0,0,0,0,0,0,12/6/2020 14:27
2361,0,0,0,0,0,96,0,12/6/2020 14:27
2362,0,0,0,0,58,0,0,12/6/2020 14:27
2363,0,0,71,0,0,0,0,12/6/2020 14:27
2364,0,20,0,0,0,0,0,12/6/2020 14:27
2365,30,0,0,0,0,0,0,12/6/2020 14:27
2366,0,0,0,0,0,90,0,12/6/2020 14:27
2367,0,0,0,0,25,0,0,12/6/2020 14:27
2368,0,20,0,0,0,0,0,12/6/2020 14:27
2369,0,0,0,0,0,0,OFF,12/6/2020 14:27
2370,0,0,0,ON,0,0,0,12/6/2020 14:27
2371,30,0,0,0,0,0,0,12/6/2020 14:27
2372,0,0,0,0,0,95,0,12/6/2020 14:27
2373,0,0,0,0,46,0,0,12/6/2020 14:27
2374,0,26,0,0,0,0,0,12/6/2020 14:27
2375,33,0,0,0,0,0,0,12/6/2020 14:27
2376,0,0,0,0,0,58,0,12/6/2020 14:27
2377,0,0,20,0,0,0,0,12/6/2020 14:27
2378,0,0,0,0,42,0,0,12/6/2020 14:27
2379,0,20,0,0,0,0,0,12/6/2020 14:27
2380,30,0,0,0,0,0,0,12/6/2020 14:27
2381,0,0,0,0,0,52,0,12/6/2020 14:27
2382,0,0,0,0,37,0,0,12/6/2020 14:27
2383,0,22,0,0,0,0,0,12/6/2020 14:27
2384,30,0,0,0,0,0,0,12/6/2020 14:27
2385,0,0,0,0,0,88,0,12/6/2020 14:27
2386,0,0,0,0,34,0,0,12/6/2020 14:27
2387,0,29,0,0,0,0,0,12/6/2020 14:27
2388,38,0,0,0,0,0,0,12/6/2020 14:27
2389,0,0,0,0,0,51,0,12/6/2020 14:27
2390,0,0,749,0,0,0,0,12/6/2020 14:27
2391,0,0,0,0,19,0,0,12/6/2020 14:27
2392,0,21,0,0,0,0,0,12/6/2020 14:27
2393,0,0,0,0,0,0,ON,12/6/2020 14:27
2394,0,0,0,OFF,0,0,0,12/6/2020 14:27
2395,38,0,0,0,0,0,0,12/6/2020 14:27
2396,0,0,0,0,0,98,0,12/6/2020 14:27
2397,0,0,0,0,46,0,0,12/6/2020 14:27
2398,0,27,0,0,0,0,0,12/6/2020 14:27
2399,38,0,0,0,0,0,0,12/6/2020 14:27
2400,0,0,0,0,0,99,0,12/6/2020 14:27
2401,0,0,0,0,40,0,0,12/6/2020 14:27
2402,0,29,0,0,0,0,0,12/6/2020 14:27
2403,38,0,0,0,0,0,0,12/6/2020 14:27
2404,0,0,684,0,0,0,0,12/6/2020 14:27
2405,0,0,0,0,0,62,0,12/6/2020 14:27
2406,0,0,0,0,49,0,0,12/6/2020 14:27
2407,0,24,0,0,0,0,0,12/6/2020 14:27
2408,37,0,0,0,0,0,0,12/6/2020 14:27
2409,0,0,0,0,0,74,0,12/6/2020 14:27
2410,0,0,0,0,9,0,0,12/6/2020 14:27
2411,0,22,0,0,0,0,0,12/6/2020 14:27
2412,31,0,0,0,0,0,0,12/6/2020 14:27
2413,0,0,0,0,0,68,0,12/6/2020 14:27
2414,0,0,0,0,22,0,0,12/6/2020 14:27
2415,0,30,0,0,0,0,0,12/6/2020 14:27
2416,0,0,0,0,0,0,OFF,12/6/2020 14:27
2417,0,0,0,ON,0,0,0,12/6/2020 14:27
2418,33,0,0,0,0,0,0,12/6/2020 14:27
2419,0,0,325,0,0,0,0,12/6/2020 14:27
2420,0,0,0,0,0,78,0,12/6/2020 14:27
2421,0,0,0,0,39,0,0,12/6/2020 14:27
2422,0,26,0,0,0,0,0,12/6/2020 14:27
2423,34,0,0,0,0,0,0,12/6/2020 14:27
2424,0,0,0,0,0,67,0,12/6/2020 14:27
2425,0,0,0,0,48,0,0,12/6/2020 14:27
2426,0,20,0,0,0,0,0,12/6/2020 14:27
2427,39,0,0,0,0,0,0,12/6/2020 14:27
2428,0,0,0,0,0,77,0,12/6/2020 14:27
2429,0,0,0,0,47,0,0,12/6/2020 14:27
2430,0,29,0,0,0,0,0,12/6/2020 14:27
2431,35,0,0,0,0,0,0,12/6/2020 14:27
2432,0,0,906,0,0,0,0,12/6/2020 14:27
2433,0,0,0,0,0,50,0,12/6/2020 14:27
2434,0,0,0,0,48,0,0,12/6/2020 14:27
2435,0,24,0,0,0,0,0,12/6/2020 14:27
2436,30,0,0,0,0,0,0,12/6/2020 14:27
2437,0,0,0,0,0,87,0,12/6/2020 14:27
2438,0,0,0,0,56,0,0,12/6/2020 14:27
2439,0,27,0,0,0,0,0,12/6/2020 14:27
2440,0,0,0,0,0,0,ON,12/6/2020 14:27
2441,0,0,0,OFF,0,0,0,12/6/2020 14:27
2442,40,0,0,0,0,0,0,12/6/2020 14:27
2443,0,0,0,0,0,65,0,12/6/2020 14:27
2444,0,0,0,0,52,0,0,12/6/2020 14:27
2445,0,20,0,0,0,0,0,12/6/2020 14:27
2446,30,0,0,0,0,0,0,12/6/2020 14:27
2447,0,0,382,0,0,0,0,12/6/2020 14:27
2448,0,0,0,0,0,53,0,12/6/2020 14:27
2449,0,0,0,0,25,0,0,12/6/2020 14:27
2450,0,20,0,0,0,0,0,12/6/2020 14:27
2451,38,0,0,0,0,0,0,12/6/2020 14:27
2452,0,0,0,0,0,88,0,12/6/2020 14:27
2453,0,0,0,0,29,0,0,12/6/2020 14:27
2454,0,26,0,0,0,0,0,12/6/2020 14:27
2455,31,0,0,0,0,0,0,12/6/2020 14:27
2456,0,0,0,0,0,45,0,12/6/2020 14:27
2457,0,0,0,0,33,0,0,12/6/2020 14:27
2458,0,22,0,0,0,0,0,12/6/2020 14:27
2459,39,0,0,0,0,0,0,12/6/2020 14:27
2460,0,0,739,0,0,0,0,12/6/2020 14:27
2461,0,0,0,0,0,61,0,12/6/2020 14:27
2462,0,0,0,0,53,0,0,12/6/2020 14:27
2463,0,21,0,0,0,0,0,12/6/2020 14:27
2464,0,0,0,0,0,0,ON,12/6/2020 14:27
2465,0,0,0,OFF,0,0,0,12/6/2020 14:27
2466,31,0,0,0,0,0,0,12/6/2020 14:27
2467,0,0,0,0,0,42,0,12/6/2020 14:27
2468,0,0,0,0,39,0,0,12/6/2020 14:27
2469,0,20,0,0,0,0,0,12/6/2020 14:27
2470,37,0,0,0,0,0,0,12/6/2020 14:27
2471,0,0,0,0,0,43,0,12/6/2020 14:27
2472,0,0,0,0,58,0,0,12/6/2020 14:27
2473,0,29,0,0,0,0,0,12/6/2020 14:27
2474,36,0,0,0,0,0,0,12/6/2020 14:27
2475,0,0,937,0,0,0,0,12/6/2020 14:27
2476,0,0,0,0,0,76,0,12/6/2020 14:27
2477,0,0,0,0,55,0,0,12/6/2020 14:27
2478,0,25,0,0,0,0,0,12/6/2020 14:27
2479,35,0,0,0,0,0,0,12/6/2020 14:27
2480,0,0,0,0,0,100,0,12/6/2020 14:27
2481,0,0,0,0,11,0,0,12/6/2020 14:27
2482,0,21,0,0,0,0,0,12/6/2020 14:27
2483,36,0,0,0,0,0,0,12/6/2020 14:27
2484,0,0,0,0,0,70,0,12/6/2020 14:27
2485,0,0,0,0,0,0,OFF,12/6/2020 14:27
2486,0,0,0,0,31,0,0,12/6/2020 14:27
2487,0,21,0,0,0,0,0,12/6/2020 14:27
2488,0,0,0,ON,0,0,0,12/6/2020 14:27
2489,32,0,0,0,0,0,0,12/6/2020 14:27
2490,0,0,197,0,0,0,0,12/6/2020 14:27
2491,0,0,0,0,0,82,0,12/6/2020 14:27
2492,0,0,0,0,13,0,0,12/6/2020 14:27
2493,0,24,0,0,0,0,0,12/6/2020 14:27
2494,40,0,0,0,0,0,0,12/6/2020 14:27
2495,0,0,0,0,0,41,0,12/6/2020 14:27
2496,0,0,0,0,40,0,0,12/6/2020 14:27
2497,0,21,0,0,0,0,0,12/6/2020 14:27
2498,34,0,0,0,0,0,0,12/6/2020 14:27
2499,0,0,0,0,0,68,0,12/6/2020 14:27
2500,0,0,0,0,31,0,0,12/6/2020 14:27
2501,0,29,0,0,0,0,0,12/6/2020 14:27
2502,40,0,0,0,0,0,0,12/6/2020 14:27
2503,0,0,637,0,0,0,0,12/6/2020 14:27
2504,0,0,0,0,0,54,0,12/6/2020 14:27
2505,0,0,0,0,41,0,0,12/6/2020 14:27
2506,0,21,0,0,0,0,0,12/6/2020 14:27
2507,34,0,0,0,0,0,0,12/6/2020 14:27
2508,0,0,0,0,0,87,0,12/6/2020 14:27
2509,0,0,0,0,0,0,ON,12/6/2020 14:27
2510,0,0,0,0,43,0,0,12/6/2020 14:27
2511,0,22,0,0,0,0,0,12/6/2020 14:27
2512,0,0,0,ON,0,0,0,12/6/2020 14:27
2513,40,0,0,0,0,0,0,12/6/2020 14:27
2514,0,0,0,0,0,87,0,12/6/2020 14:27
2515,0,0,0,0,19,0,0,12/6/2020 14:27
2516,0,27,0,0,0,0,0,12/6/2020 14:27
2517,33,0,0,0,0,0,0,12/6/2020 14:27
2518,0,0,171,0,0,0,0,12/6/2020 14:27
2519,0,0,0,0,0,41,0,12/6/2020 14:27
2520,0,0,0,0,23,0,0,12/6/2020 14:27
2521,0,26,0,0,0,0,0,12/6/2020 14:27
2522,30,0,0,0,0,0,0,12/6/2020 14:27
2523,0,0,0,0,0,44,0,12/6/2020 14:27
2524,0,0,0,0,23,0,0,12/6/2020 14:27
2525,0,20,0,0,0,0,0,12/6/2020 14:27
2526,31,0,0,0,0,0,0,12/6/2020 14:27
2527,0,0,0,0,0,85,0,12/6/2020 14:27
2528,0,0,0,0,7,0,0,12/6/2020 14:27
2529,0,23,0,0,0,0,0,12/6/2020 14:27
2530,31,0,0,0,0,0,0,12/6/2020 14:27
2531,0,0,174,0,0,0,0,12/6/2020 14:27
2532,0,0,0,0,0,0,OFF,12/6/2020 14:27
2533,0,0,0,0,0,98,0,12/6/2020 14:27
2534,0,0,0,0,20,0,0,12/6/2020 14:27
2535,0,0,0,ON,0,0,0,12/6/2020 14:27
2536,0,25,0,0,0,0,0,12/6/2020 14:27
2537,37,0,0,0,0,0,0,12/6/2020 14:27
2538,0,0,0,0,0,64,0,12/6/2020 14:27
2539,0,0,0,0,33,0,0,12/6/2020 14:27
2540,0,27,0,0,0,0,0,12/6/2020 14:27
2541,30,0,0,0,0,0,0,12/6/2020 14:27
2542,0,0,0,0,0,59,0,12/6/2020 14:27
2543,0,0,0,0,19,0,0,12/6/2020 14:27
2544,0,28,0,0,0,0,0,12/6/2020 14:27
2545,31,0,0,0,0,0,0,12/6/2020 14:27
2546,0,0,58,0,0,0,0,12/6/2020 14:27
2547,0,0,0,0,0,56,0,12/6/2020 14:27
2548,0,0,0,0,30,0,0,12/6/2020 14:27
2549,0,29,0,0,0,0,0,12/6/2020 14:27
2550,37,0,0,0,0,0,0,12/6/2020 14:27
2551,0,0,0,0,0,81,0,12/6/2020 14:27
2552,0,0,0,0,57,0,0,12/6/2020 14:27
2553,0,29,0,0,0,0,0,12/6/2020 14:27
2554,35,0,0,0,0,0,0,12/6/2020 14:27
2555,0,0,0,0,0,0,OFF,12/6/2020 14:27
2556,0,0,0,0,0,72,0,12/6/2020 14:27
2557,0,0,0,OFF,0,0,0,12/6/2020 14:27
2558,0,0,0,0,35,0,0,12/6/2020 14:27
2559,0,20,0,0,0,0,0,12/6/2020 14:27
2560,40,0,0,0,0,0,0,12/6/2020 14:27
2561,0,0,856,0,0,0,0,12/6/2020 14:27
2562,0,0,0,0,0,82,0,12/6/2020 14:27
2563,0,0,0,0,31,0,0,12/6/2020 14:27
2564,0,28,0,0,0,0,0,12/6/2020 14:27
2565,33,0,0,0,0,0,0,12/6/2020 14:27
2566,0,0,0,0,0,58,0,12/6/2020 14:27
2567,0,0,0,0,44,0,0,12/6/2020 14:27
2568,0,24,0,0,0,0,0,12/6/2020 14:27
2569,31,0,0,0,0,0,0,12/6/2020 14:27
2570,0,0,0,0,0,80,0,12/6/2020 14:27
2571,0,0,0,0,6,0,0,12/6/2020 14:27
2572,0,26,0,0,0,0,0,12/6/2020 14:27
2573,36,0,0,0,0,0,0,12/6/2020 14:27
2574,0,0,769,0,0,0,0,12/6/2020 14:27
2575,0,0,0,0,0,45,0,12/6/2020 14:27
2576,0,0,0,0,43,0,0,12/6/2020 14:27
2577,0,25,0,0,0,0,0,12/6/2020 14:27
2578,34,0,0,0,0,0,0,12/6/2020 14:27
2579,0,0,0,0,0,0,OFF,12/6/2020 14:27
2580,0,0,0,0,0,69,0,12/6/2020 14:27
2581,0,0,0,OFF,0,0,0,12/6/2020 14:27
2582,0,0,0,0,25,0,0,12/6/2020 14:27
2583,0,28,0,0,0,0,0,12/6/2020 14:27
2584,30,0,0,0,0,0,0,12/6/2020 14:27
2585,0,0,0,0,0,74,0,12/6/2020 14:27
2586,0,0,0,0,19,0,0,12/6/2020 14:27
2587,0,29,0,0,0,0,0,12/6/2020 14:27
2588,36,0,0,0,0,0,0,12/6/2020 14:27
2589,0,0,965,0,0,0,0,12/6/2020 14:28
2590,0,0,0,0,0,50,0,12/6/2020 14:28
2591,0,0,0,0,25,0,0,12/6/2020 14:28
2592,0,25,0,0,0,0,0,12/6/2020 14:28
2593,38,0,0,0,0,0,0,12/6/2020 14:28
2594,0,0,0,0,0,100,0,12/6/2020 14:28
2595,0,0,0,0,25,0,0,12/6/2020 14:28
2596,0,30,0,0,0,0,0,12/6/2020 14:28
2597,38,0,0,0,0,0,0,12/6/2020 14:28
2598,0,0,0,0,0,51,0,12/6/2020 14:28
2599,0,0,0,0,51,0,0,12/6/2020 14:28
2600,0,20,0,0,0,0,0,12/6/2020 14:28
2601,35,0,0,0,0,0,0,12/6/2020 14:28
2602,0,0,778,0,0,0,0,12/6/2020 14:28
2603,0,0,0,0,0,0,ON,12/6/2020 14:28
2604,0,0,0,0,0,76,0,12/6/2020 14:28
2605,0,0,0,OFF,0,0,0,12/6/2020 14:28
2606,0,0,0,0,21,0,0,12/6/2020 14:28
2607,0,21,0,0,0,0,0,12/6/2020 14:28
2608,36,0,0,0,0,0,0,12/6/2020 14:28
2609,0,0,0,0,0,66,0,12/6/2020 14:28
2610,0,0,0,0,60,0,0,12/6/2020 14:28
2611,0,26,0,0,0,0,0,12/6/2020 14:28
2612,35,0,0,0,0,0,0,12/6/2020 14:28
2613,0,0,0,0,0,79,0,12/6/2020 14:28
2614,0,0,0,0,46,0,0,12/6/2020 14:28
2615,0,22,0,0,0,0,0,12/6/2020 14:28
2616,31,0,0,0,0,0,0,12/6/2020 14:28
2617,0,0,186,0,0,0,0,12/6/2020 14:28
2618,0,0,0,0,0,68,0,12/6/2020 14:28
2619,0,0,0,0,11,0,0,12/6/2020 14:28
2620,0,25,0,0,0,0,0,12/6/2020 14:28
2621,35,0,0,0,0,0,0,12/6/2020 14:28
2622,0,0,0,0,0,90,0,12/6/2020 14:28
2623,0,0,0,0,8,0,0,12/6/2020 14:28
2624,0,30,0,0,0,0,0,12/6/2020 14:28
2625,30,0,0,0,0,0,0,12/6/2020 14:28
2626,0,0,0,0,0,0,OFF,12/6/2020 14:28
2627,0,0,0,ON,0,0,0,12/6/2020 14:28
2628,0,0,0,0,0,93,0,12/6/2020 14:28
2629,0,0,0,0,55,0,0,12/6/2020 14:28
2630,0,26,0,0,0,0,0,12/6/2020 14:28
2631,40,0,0,0,0,0,0,12/6/2020 14:28
2632,0,0,735,0,0,0,0,12/6/2020 14:28
2633,0,0,0,0,0,56,0,12/6/2020 14:28
2634,0,0,0,0,7,0,0,12/6/2020 14:28
2635,0,24,0,0,0,0,0,12/6/2020 14:28
2636,39,0,0,0,0,0,0,12/6/2020 14:28
2637,0,0,0,0,0,91,0,12/6/2020 14:28
2638,0,0,0,0,34,0,0,12/6/2020 14:28
2639,0,29,0,0,0,0,0,12/6/2020 14:28
2640,32,0,0,0,0,0,0,12/6/2020 14:28
2641,0,0,0,0,0,82,0,12/6/2020 14:28
2642,0,0,0,0,51,0,0,12/6/2020 14:28
2643,0,30,0,0,0,0,0,12/6/2020 14:28
2644,37,0,0,0,0,0,0,12/6/2020 14:28
2645,0,0,774,0,0,0,0,12/6/2020 14:28
2646,0,0,0,0,0,84,0,12/6/2020 14:28
2647,0,0,0,0,17,0,0,12/6/2020 14:28
2648,0,25,0,0,0,0,0,12/6/2020 14:28
2649,38,0,0,0,0,0,0,12/6/2020 14:28
2650,0,0,0,0,0,0,OFF,12/6/2020 14:28
2651,0,0,0,ON,0,0,0,12/6/2020 14:28
2652,0,0,0,0,0,95,0,12/6/2020 14:28
2653,0,0,0,0,41,0,0,12/6/2020 14:28
2654,0,29,0,0,0,0,0,12/6/2020 14:28
2655,31,0,0,0,0,0,0,12/6/2020 14:28
2656,0,0,0,0,0,52,0,12/6/2020 14:28
2657,0,0,0,0,6,0,0,12/6/2020 14:28
2658,0,20,0,0,0,0,0,12/6/2020 14:28
2659,34,0,0,0,0,0,0,12/6/2020 14:28
2660,0,0,363,0,0,0,0,12/6/2020 14:28
2661,0,0,0,0,0,55,0,12/6/2020 14:28
2662,0,0,0,0,18,0,0,12/6/2020 14:28
2663,0,27,0,0,0,0,0,12/6/2020 14:28
2664,38,0,0,0,0,0,0,12/6/2020 14:28
2665,0,0,0,0,0,55,0,12/6/2020 14:28
2666,0,0,0,0,49,0,0,12/6/2020 14:28
2667,0,30,0,0,0,0,0,12/6/2020 14:28
2668,37,0,0,0,0,0,0,12/6/2020 14:28
2669,0,0,0,0,0,74,0,12/6/2020 14:28
2670,0,0,0,0,13,0,0,12/6/2020 14:28
2671,0,25,0,0,0,0,0,12/6/2020 14:28
2672,37,0,0,0,0,0,0,12/6/2020 14:28
2673,0,0,651,0,0,0,0,12/6/2020 14:28
2674,0,0,0,0,0,0,ON,12/6/2020 14:28
2675,0,0,0,ON,0,0,0,12/6/2020 14:28
2676,0,0,0,0,0,69,0,12/6/2020 14:28
2677,0,0,0,0,36,0,0,12/6/2020 14:28
